time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2025-08-01T08:44:47.00Z,45.3663758,5.3273546,383.640,-0.16,0.50,-0.37,61.143,53.159,2.22,0.00000,56.77167,3,4
2025-08-01T08:44:47.20Z,45.3663616,5.3273285,385.070,-0.22,0.39,-0.29,36.706,25.738,1.37,81.01121,38.80864,3,4
2025-08-01T08:44:47.60Z,45.3663601,5.3273208,386.300,-0.12,0.25,-0.02,33.458,26.575,1.23,81.01121,38.81422,3,4
2025-08-01T08:44:47.80Z,45.3663598,5.3273197,386.756,-0.09,0.59,0.21,30.416,25.718,1.26,81.01121,38.81714,3,4
2025-08-01T08:44:48.00Z,45.3663578,5.3273179,388.038,0.04,0.40,-0.03,28.086,24.565,1.04,81.01121,38.81956,3,4
2025-08-01T08:44:48.20Z,45.3663561,5.3273121,388.039,0.24,-0.29,-0.04,26.220,23.983,1.20,81.01121,38.82234,3,4
2025-08-01T08:44:48.40Z,45.3663533,5.3273097,389.243,0.32,0.07,0.10,24.896,22.517,0.64,81.01121,38.82382,3,4
2025-08-01T08:44:48.60Z,45.3663468,5.3273055,392.732,-0.05,-0.06,-0.07,23.720,19.934,0.85,81.01121,38.82579,3,4
2025-08-01T08:44:48.80Z,45.3663435,5.3273053,394.505,0.23,-0.08,0.04,22.526,18.198,0.89,81.01121,38.82786,3,4
2025-08-01T08:44:49.00Z,45.3663417,5.3273055,395.328,0.06,0.09,0.45,21.503,16.895,0.63,81.01121,38.82933,3,4
2025-08-01T08:44:49.20Z,45.3663404,5.3273054,395.845,-0.09,0.21,0.04,20.612,15.870,1.05,81.01121,38.83177,3,4
2025-08-01T08:44:49.40Z,45.3663396,5.3273052,396.269,-0.20,-0.21,-0.15,19.832,15.040,0.46,81.01121,38.83285,3,4
2025-08-01T08:44:49.60Z,45.3663380,5.3273066,397.025,-0.39,0.64,0.18,19.136,14.436,1.10,111.48961,22.42902,3,4
2025-08-01T08:44:49.80Z,45.3663375,5.3273068,397.138,-0.62,0.30,-0.07,18.531,14.156,1.08,111.48961,22.43334,3,4
2025-08-01T08:44:50.00Z,45.3663378,5.3273059,397.198,0.25,-0.15,-0.01,18.018,13.934,1.27,111.48961,22.43843,3,4
2025-08-01T08:44:50.20Z,45.3663386,5.3273046,397.350,-0.07,-0.50,-0.23,17.531,13.703,1.19,111.48961,22.44318,3,4
2025-08-01T08:44:50.40Z,45.3663393,5.3273072,397.530,-0.12,0.35,0.12,17.203,13.515,1.48,111.48961,22.44910,3,4
2025-08-01T08:44:50.60Z,45.3663398,5.3273090,397.985,0.07,0.12,0.01,16.808,13.198,0.73,111.48961,22.45202,3,4
2025-08-01T08:44:50.80Z,45.3663399,5.3273098,398.415,-0.08,0.00,-0.25,16.416,12.935,0.74,111.48961,22.45500,3,4
2025-08-01T08:44:51.00Z,45.3663398,5.3273078,398.390,-0.05,0.03,-0.16,16.044,12.751,0.76,111.48961,22.45803,3,4
2025-08-01T08:44:51.20Z,45.3663395,5.3273045,398.424,-0.14,0.00,0.09,15.704,12.375,0.68,111.48961,22.46074,3,4
2025-08-01T08:44:51.40Z,45.3663386,5.3273037,399.053,0.07,-0.02,-0.03,15.389,11.966,0.80,111.48961,22.46393,3,4
2025-08-01T08:44:51.60Z,45.3663385,5.3272999,399.000,0.17,-0.24,-0.07,15.093,11.614,1.06,111.48961,22.46817,3,4
2025-08-01T08:44:51.80Z,45.3663378,5.3272965,399.199,-0.01,0.06,0.03,14.810,11.295,0.96,111.48961,22.47201,3,4
2025-08-01T08:44:52.00Z,45.3663363,5.3272937,399.388,-0.04,0.29,0.16,14.547,11.075,1.06,111.48961,22.47626,3,4
2025-08-01T08:44:52.20Z,45.3663345,5.3272913,399.652,-0.08,0.02,-0.04,14.299,10.789,0.70,111.48961,22.47905,3,4
2025-08-01T08:44:52.40Z,45.3663334,5.3272891,399.707,-0.12,0.23,0.05,14.068,10.530,1.03,111.48961,22.48316,3,4
2025-08-01T08:44:52.60Z,45.3663329,5.3272869,399.375,-0.29,0.11,-0.18,13.850,10.292,0.70,111.48961,22.48596,3,4
2025-08-01T08:44:52.80Z,45.3663320,5.3272848,399.011,-0.40,0.20,-0.16,13.637,10.072,0.79,111.48961,22.48912,3,4
2025-08-01T08:44:53.00Z,45.3663312,5.3272837,398.507,-0.52,0.44,-0.09,13.479,9.887,1.03,119.00978,37.61527,3,4
2025-08-01T08:44:53.20Z,45.3663314,5.3272789,398.086,-0.07,0.42,0.16,13.325,9.725,0.96,119.00978,37.61757,3,4
