time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2025-08-01T16:00:51.84Z,45.3663296,5.3276560,388.282,0.09,-2.84,-3.40,220.144,197.103,13.33,0.00000,58.74378,3,4
2025-08-01T16:00:52.00Z,45.3663347,5.3276336,384.715,-0.16,-1.60,-1.93,157.523,129.241,9.14,0.00000,58.75526,3,4
2025-08-01T16:00:52.20Z,45.3663411,5.3275969,384.819,0.22,-2.32,-1.15,150.279,128.582,7.14,0.00000,58.76620,3,4
2025-08-01T16:00:52.40Z,45.3663459,5.3274981,390.033,0.18,-0.82,-0.01,42.922,43.895,2.31,0.00000,58.76973,3,7
2025-08-01T16:00:52.60Z,45.3663484,5.3275153,388.684,-1.01,-0.32,2.09,31.971,34.796,1.50,0.00000,58.77332,3,7
2025-08-01T16:00:52.80Z,45.3663398,5.3275144,389.450,-0.74,-0.53,2.04,26.790,29.725,1.51,0.00000,58.77673,3,7
2025-08-01T16:00:53.00Z,45.3663232,5.3275066,390.612,-0.65,-0.40,1.51,23.266,25.871,1.42,0.00000,58.77931,3,7
2025-08-01T16:00:53.20Z,45.3663186,5.3275108,391.233,-0.31,-0.09,1.01,19.466,22.179,1.09,0.00000,58.78098,3,7
2025-08-01T16:00:53.40Z,45.3663103,5.3275023,392.364,-0.10,0.03,0.54,15.724,19.106,0.90,0.00000,58.78236,3,7
2025-08-01T16:00:53.60Z,45.3663125,5.3274981,392.061,0.12,-0.06,-0.21,13.280,16.679,0.71,0.00000,58.78344,3,7
2025-08-01T16:00:53.80Z,45.3663193,5.3274905,392.371,-0.05,0.04,-0.48,11.098,14.801,0.75,0.00000,58.78459,3,7
2025-08-01T16:00:54.00Z,45.3663296,5.3274853,391.876,0.20,-0.11,1.28,9.638,13.047,0.66,0.00000,58.78657,3,7
2025-08-01T16:00:54.20Z,45.3663378,5.3274892,392.193,0.21,-0.22,0.76,8.679,11.585,0.60,0.00000,58.78782,3,7
2025-08-01T16:00:54.40Z,45.3663357,5.3274861,392.214,0.18,0.14,0.39,7.860,10.513,0.53,0.00000,58.78864,3,7
2025-08-01T16:00:54.60Z,45.3663339,5.3274885,392.607,0.25,0.28,0.11,7.135,9.900,0.38,0.00000,58.78924,3,7
2025-08-01T16:00:54.80Z,45.3663295,5.3274948,392.808,0.03,0.06,0.30,6.562,9.205,0.62,0.00000,58.79018,3,7
2025-08-01T16:00:55.00Z,45.3663306,5.3274984,393.176,0.03,0.00,0.19,6.161,8.768,0.69,0.00000,58.79123,3,7
2025-08-01T16:00:55.20Z,45.3663335,5.3274994,393.021,-0.20,-0.07,-0.12,5.745,8.166,0.50,0.00000,58.79200,3,7
2025-08-01T16:00:55.40Z,45.3663337,5.3275017,393.253,0.00,-0.12,0.01,5.409,7.665,0.26,0.00000,58.79240,3,7
2025-08-01T16:00:55.60Z,45.3663333,5.3275023,393.599,-0.06,-0.07,-0.12,5.183,7.405,0.58,0.00000,58.79328,3,7
2025-08-01T16:00:55.80Z,45.3663339,5.3274996,393.905,-0.22,-0.08,0.23,4.982,7.157,0.50,0.00000,58.79405,3,7
2025-08-01T16:00:56.00Z,45.3663328,5.3274980,394.349,-0.08,0.04,0.38,4.808,6.942,0.59,0.00000,58.79495,3,7
2025-08-01T16:00:56.20Z,45.3663330,5.3274971,394.430,-0.06,0.01,0.12,4.643,6.718,0.56,0.00000,58.79581,3,7
2025-08-01T16:00:56.40Z,45.3663308,5.3274973,394.619,-0.06,-0.02,0.27,4.498,6.542,0.59,0.00000,58.79672,3,7
2025-08-01T16:00:56.60Z,45.3663275,5.3274968,394.818,0.09,0.02,0.21,4.335,6.354,0.66,0.00000,58.79772,3,7
2025-08-01T16:00:56.80Z,45.3663255,5.3274947,394.840,0.04,0.06,0.15,4.173,6.143,0.58,0.00000,58.79861,3,7
2025-08-01T16:00:57.00Z,45.3663239,5.3274947,394.885,0.06,0.05,0.16,4.029,5.953,0.58,0.00000,58.79950,3,7
2025-08-01T16:00:57.20Z,45.3663227,5.3274934,394.856,-0.01,0.07,0.17,3.904,5.797,0.55,0.00000,58.80034,3,7
2025-08-01T16:00:57.40Z,45.3663209,5.3274922,394.779,-0.21,-0.13,-0.54,3.790,5.654,0.58,0.00000,58.80125,3,7
2025-08-01T16:00:57.60Z,45.3663192,5.3274910,394.652,0.11,-0.08,0.15,3.678,5.476,0.52,0.00000,58.80205,3,7
2025-08-01T16:00:57.80Z,45.3663186,5.3274902,394.552,-0.05,-0.06,0.23,3.582,5.278,0.49,0.00000,58.80281,3,7
2025-08-01T16:00:58.00Z,45.3663180,5.3274896,394.509,0.06,-0.08,0.19,3.501,5.108,0.50,0.00000,58.80357,3,7
2025-08-01T16:00:58.20Z,45.3663177,5.3274900,394.082,0.13,0.15,0.38,3.409,4.898,0.39,0.00000,58.80422,3,7
2025-08-01T16:00:58.40Z,45.3663179,5.3274897,393.834,0.06,-0.21,0.26,3.355,4.786,0.53,0.00000,58.80504,3,7
2025-08-01T16:00:58.60Z,45.3663181,5.3274886,393.557,0.29,-0.10,0.42,3.293,4.684,0.49,0.00000,58.80583,3,7
2025-08-01T16:00:58.80Z,45.3663183,5.3274893,393.230,0.25,0.64,0.65,3.230,4.572,0.51,54.43907,29.92515,3,7
2025-08-01T16:00:59.00Z,45.3663186,5.3274902,392.997,-0.05,0.64,0.57,3.168,4.455,0.56,75.09154,28.93991,3,7
2025-08-01T16:00:59.20Z,45.3663191,5.3274902,392.628,0.23,-0.03,0.59,3.107,4.332,0.51,75.09154,28.94188,3,7
2025-08-01T16:00:59.40Z,45.3663199,5.3274895,392.128,0.14,-0.06,0.48,3.051,4.220,0.51,75.09154,28.94348,3,6
2025-08-01T16:00:59.60Z,45.3663198,5.3274893,391.918,0.16,-0.06,0.58,3.009,4.140,0.54,75.09154,28.94537,3,6
2025-08-01T16:00:59.80Z,45.3663195,5.3274883,391.683,-0.21,0.09,-0.04,2.962,4.054,0.41,75.09154,28.94665,3,6
2025-08-01T16:01:00.00Z,45.3663184,5.3274878,391.564,-0.03,0.31,0.13,2.912,3.974,0.55,75.09154,28.94834,3,6
2025-08-01T16:01:00.20Z,45.3663186,5.3274882,391.266,0.14,-0.19,0.12,2.861,3.899,0.38,75.09154,28.94951,3,7
2025-08-01T16:01:00.40Z,45.3663182,5.3274874,391.174,0.10,0.11,0.10,2.812,3.829,0.48,75.09154,28.95101,3,7
2025-08-01T16:01:00.60Z,45.3663183,5.3274868,391.022,0.23,0.14,0.31,2.766,3.767,0.44,75.09154,28.95238,3,7
2025-08-01T16:01:00.80Z,45.3663185,5.3274866,390.883,0.20,0.24,0.59,2.719,3.703,0.43,75.09154,28.95445,3,7
2025-08-01T16:01:01.00Z,45.3663196,5.3274871,390.666,1.05,0.81,0.66,2.684,3.649,0.41,46.78735,16.45634,3,6
2025-08-01T16:01:01.20Z,45.3663211,5.3274888,390.446,0.42,0.41,0.29,2.651,3.602,0.41,46.38981,38.74797,3,7
2025-08-01T16:01:01.40Z,45.3663218,5.3274893,390.196,0.25,0.12,0.62,2.610,3.547,0.43,46.38981,38.74953,3,7
2025-08-01T16:01:01.60Z,45.3663223,5.3274891,389.724,0.41,0.15,1.69,2.571,3.490,0.44,33.89257,41.56896,3,7
2025-08-01T16:01:01.80Z,45.3663231,5.3274884,389.422,0.71,0.07,1.72,2.539,3.433,0.49,15.65167,31.19978,3,7
